"","mpg","overall_pick","pick_bucket","educational_prestige","team_conference"
"1120",18.9,38,"SecondRound","OtherCollege","Eastern"
"1121",18.2,39,"SecondRound","OtherCollege","Eastern"
"1122",19.7,40,"SecondRound","OtherCollege","Eastern"
"1123",9.6,41,"SecondRound","NonCollegiate","Eastern"
"1124",8.2,42,"SecondRound","OtherCollege","Western"
"1125",2.7,43,"SecondRound","OtherCollege","Western"
"1127",27.9,45,"SecondRound","NonCollegiate","Western"
"1129",16.7,47,"SecondRound","OtherCollege","Eastern"
"1130",7.6,48,"SecondRound","OtherCollege","Western"
"1134",7.5,52,"SecondRound","PowerSchool","Eastern"
"1137",15.1,55,"SecondRound","OtherCollege","Western"
"1138",3.8,56,"SecondRound","PowerSchool","Western"
"1140",11.5,58,"SecondRound","PowerSchool","Western"
"1142",13.4,60,"SecondRound","NonCollegiate","Eastern"
"1143",32.9,1,"Top5","OtherCollege","Western"
"1144",10.5,2,"Top5","PowerSchool","Western"
"1145",34.6,3,"Top5","OtherCollege","Western"
"1146",30.7,4,"Top5","OtherCollege","Western"
"1147",30.3,5,"Top5","NonCollegiate","Western"
"1148",22.9,6,"Lottery","OtherCollege","Western"
"1149",34.3,7,"Lottery","OtherCollege","Western"
"1150",18.8,8,"Lottery","OtherCollege","Eastern"
"1151",34.3,9,"Lottery","OtherCollege","Eastern"
"1152",30.3,10,"Lottery","NonCollegiate","Eastern"
"1153",19.1,11,"Lottery","PowerSchool","Eastern"
"1154",25.9,12,"Lottery","PowerSchool","Eastern"
"1155",16.9,13,"Lottery","OtherCollege","Eastern"
"1156",13.9,14,"Lottery","PowerSchool","Western"
"1157",14.1,15,"MidtoLateFirst","OtherCollege","Eastern"
"1158",20.5,16,"MidtoLateFirst","OtherCollege","Eastern"
"1159",33.2,17,"MidtoLateFirst","PowerSchool","Eastern"
"1160",29.2,18,"MidtoLateFirst","OtherCollege","Western"
"1161",26.8,19,"MidtoLateFirst","OtherCollege","Eastern"
"1162",14.6,20,"MidtoLateFirst","OtherCollege","Western"
"1163",29.3,21,"MidtoLateFirst","PowerSchool","Western"
"1164",13.4,22,"MidtoLateFirst","NonCollegiate","Western"
"1165",20.3,23,"MidtoLateFirst","NonCollegiate","Western"
"1166",18.2,24,"MidtoLateFirst","OtherCollege","Western"
"1167",15.9,25,"MidtoLateFirst","NonCollegiate","Western"
"1168",24.5,26,"MidtoLateFirst","OtherCollege","Eastern"
"1169",23.7,27,"MidtoLateFirst","OtherCollege","Western"
"1170",20.9,28,"MidtoLateFirst","OtherCollege","Western"
"1171",19.1,29,"MidtoLateFirst","OtherCollege","Western"
"1172",20.6,30,"MidtoLateFirst","NonCollegiate","Eastern"
"1173",9.8,31,"SecondRound","OtherCollege","Western"
"1174",12.1,32,"SecondRound","OtherCollege","Eastern"
"1175",20.8,33,"SecondRound","PowerSchool","Western"
"1177",9.9,35,"SecondRound","OtherCollege","Eastern"
"1178",15.9,36,"SecondRound","OtherCollege","Western"
"1179",16.6,37,"SecondRound","OtherCollege","Western"
"1180",10.5,38,"SecondRound","OtherCollege","Western"
"1181",17.8,39,"SecondRound","NonCollegiate","Eastern"
"1182",14.9,40,"SecondRound","OtherCollege","Eastern"
"1183",22.5,41,"SecondRound","PowerSchool","Eastern"
"1184",27.4,42,"SecondRound","OtherCollege","Western"
"1185",23.4,43,"SecondRound","OtherCollege","Eastern"
"1186",19.7,44,"SecondRound","OtherCollege","Eastern"
"1187",15.6,45,"SecondRound","OtherCollege","Western"
"1188",25.3,46,"SecondRound","OtherCollege","Eastern"
"1190",4,48,"SecondRound","OtherCollege","Western"
"1194",15.1,52,"SecondRound","PowerSchool","Eastern"
"1195",11.9,53,"SecondRound","NonCollegiate","Western"
"1197",20.7,55,"SecondRound","OtherCollege","Western"
"1200",10.4,58,"SecondRound","OtherCollege","Eastern"
"1203",35.6,1,"Top5","PowerSchool","Eastern"
"1204",26.9,2,"Top5","OtherCollege","Eastern"
"1205",24.3,3,"Top5","OtherCollege","Eastern"
"1206",22.1,4,"Top5","OtherCollege","Western"
"1207",29.8,5,"Top5","PowerSchool","Western"
"1208",14.8,6,"Lottery","OtherCollege","Western"
"1209",27.4,7,"Lottery","OtherCollege","Eastern"
"1210",24.9,8,"Lottery","OtherCollege","Western"
"1211",31.1,9,"Lottery","OtherCollege","Western"
"1212",33.6,10,"Lottery","OtherCollege","Eastern"
"1213",10,11,"Lottery","PowerSchool","Western"
"1214",15.7,12,"Lottery","PowerSchool","Western"
"1215",19.1,13,"Lottery","OtherCollege","Eastern"
"1216",20.8,14,"Lottery","PowerSchool","Western"
"1217",19.5,15,"MidtoLateFirst","OtherCollege","Eastern"
"1218",14,16,"MidtoLateFirst","OtherCollege","Western"
"1219",15.2,17,"MidtoLateFirst","NonCollegiate","Eastern"
"1220",27.8,18,"MidtoLateFirst","PowerSchool","Western"
"1221",27.5,19,"MidtoLateFirst","OtherCollege","Eastern"
"1222",17.5,20,"MidtoLateFirst","OtherCollege","Western"
"1223",7.1,21,"MidtoLateFirst","OtherCollege","Western"
"1224",13.5,22,"MidtoLateFirst","OtherCollege","Western"
"1225",20.4,23,"MidtoLateFirst","OtherCollege","Western"
"1226",16,24,"MidtoLateFirst","OtherCollege","Eastern"
"1227",9.3,25,"MidtoLateFirst","OtherCollege","Western"
"1228",15.6,26,"MidtoLateFirst","OtherCollege","Western"
"1229",24.4,27,"MidtoLateFirst","OtherCollege","Eastern"
"1230",23.7,28,"MidtoLateFirst","OtherCollege","Western"
"1231",10.6,29,"MidtoLateFirst","PowerSchool","Eastern"
"1232",8.2,30,"MidtoLateFirst","OtherCollege","Eastern"
"1233",6.8,31,"SecondRound","NonCollegiate","Eastern"
"1234",6.9,32,"SecondRound","OtherCollege","Eastern"
"1235",24.7,33,"SecondRound","OtherCollege","Western"
"1236",8.5,34,"SecondRound","OtherCollege","Western"
"1237",20.4,35,"SecondRound","NonCollegiate","Eastern"
"1239",7.8,37,"SecondRound","OtherCollege","Eastern"
"1240",4.8,38,"SecondRound","OtherCollege","Eastern"
"1241",23.6,39,"SecondRound","OtherCollege","Eastern"
"1242",22.9,40,"SecondRound","PowerSchool","Eastern"
"1243",10.7,41,"SecondRound","OtherCollege","Eastern"
"1245",11.3,43,"SecondRound","OtherCollege","Western"
"1246",7.6,44,"SecondRound","OtherCollege","Eastern"
"1248",2,46,"SecondRound","OtherCollege","Western"
"1252",7,50,"SecondRound","OtherCollege","Western"
"1254",12.4,52,"SecondRound","OtherCollege","Eastern"
"1255",7,53,"SecondRound","NonCollegiate","Eastern"
"1256",7.1,54,"SecondRound","OtherCollege","Western"
"1257",10.5,55,"SecondRound","OtherCollege","Western"
"1258",4.8,56,"SecondRound","OtherCollege","Western"
"1259",3.4,57,"SecondRound","OtherCollege","Eastern"
"1260",5.2,58,"SecondRound","OtherCollege","Western"
"1263",34,1,"Top5","PowerSchool","Eastern"
"1264",20.7,2,"Top5","OtherCollege","Western"
"1265",21.5,3,"Top5","NonCollegiate","Western"
"1266",26.8,4,"Top5","OtherCollege","Eastern"
"1267",26.1,5,"Top5","NonCollegiate","Eastern"
"1268",15.2,6,"Lottery","NonCollegiate","Eastern"
"1269",19.9,7,"Lottery","NonCollegiate","Western"
"1270",29.3,8,"Lottery","PowerSchool","Eastern"
"1271",33.3,9,"Lottery","PowerSchool","Eastern"
"1272",13.3,10,"Lottery","OtherCollege","Eastern"
"1273",32.9,11,"Lottery","OtherCollege","Western"
"1274",23,12,"Lottery","OtherCollege","Western"
"1275",24.8,13,"Lottery","PowerSchool","Western"
"1276",27.1,14,"Lottery","PowerSchool","Western"
"1277",31.3,15,"MidtoLateFirst","OtherCollege","Eastern"
"1278",30.9,16,"MidtoLateFirst","OtherCollege","Eastern"
"1279",24.9,17,"MidtoLateFirst","OtherCollege","Eastern"
"1280",17.6,18,"MidtoLateFirst","OtherCollege","Eastern"
"1281",31.4,19,"MidtoLateFirst","OtherCollege","Eastern"
"1282",18.2,20,"MidtoLateFirst","NonCollegiate","Western"
"1283",9.9,21,"MidtoLateFirst","PowerSchool","Western"
"1284",24.5,22,"MidtoLateFirst","OtherCollege","Western"
"1285",24.2,23,"MidtoLateFirst","NonCollegiate","Western"
"1286",25.6,24,"MidtoLateFirst","OtherCollege","Western"
"1287",17.3,25,"MidtoLateFirst","OtherCollege","Eastern"
"1288",13.9,26,"MidtoLateFirst","OtherCollege","Western"
"1289",8.3,27,"MidtoLateFirst","OtherCollege","Eastern"
"1290",22.3,28,"MidtoLateFirst","OtherCollege","Eastern"
"1291",22.2,29,"MidtoLateFirst","OtherCollege","Western"
"1292",33.1,30,"MidtoLateFirst","OtherCollege","Eastern"
"1293",29.1,31,"SecondRound","NonCollegiate","Eastern"
"1294",6.8,32,"SecondRound","OtherCollege","Eastern"
"1295",21.9,33,"SecondRound","PowerSchool","Eastern"
"1296",18.4,34,"SecondRound","OtherCollege","Eastern"
"1297",5,35,"SecondRound","PowerSchool","Western"
"1298",14.8,36,"SecondRound","OtherCollege","Eastern"
"1299",5,37,"SecondRound","OtherCollege","Western"
"1300",30.1,38,"SecondRound","OtherCollege","Western"
"1301",9.9,39,"SecondRound","NonCollegiate","Eastern"
"1302",15.8,40,"SecondRound","OtherCollege","Eastern"
"1303",11.1,41,"SecondRound","OtherCollege","Western"
"1304",19.1,42,"SecondRound","NonCollegiate","Eastern"
"1305",14.8,43,"SecondRound","PowerSchool","Eastern"
"1306",12.1,44,"SecondRound","OtherCollege","Western"
"1307",11.8,45,"SecondRound","PowerSchool","Western"
"1308",9.7,46,"SecondRound","OtherCollege","Western"
"1309",4.5,47,"SecondRound","OtherCollege","Western"
"1310",3,48,"SecondRound","OtherCollege","Eastern"
"1311",7.8,49,"SecondRound","PowerSchool","Western"
"1312",17.8,50,"SecondRound","OtherCollege","Eastern"
"1314",5.9,52,"SecondRound","OtherCollege","Eastern"
"1315",10.8,53,"SecondRound","PowerSchool","Eastern"
"1317",21,55,"SecondRound","OtherCollege","Eastern"
"1322",28.3,60,"SecondRound","OtherCollege","Western"
"1323",34.4,1,"Top5","PowerSchool","Western"
"1324",24.6,2,"Top5","PowerSchool","Eastern"
"1325",34.8,3,"Top5","OtherCollege","Eastern"
"1326",28.2,4,"Top5","OtherCollege","Eastern"
"1327",13.4,5,"Top5","PowerSchool","Western"
"1328",36.3,6,"Lottery","OtherCollege","Western"
"1329",31.8,7,"Lottery","OtherCollege","Western"
"1330",24.8,8,"Lottery","OtherCollege","Eastern"
"1331",29.6,9,"Lottery","PowerSchool","Eastern"
"1332",24.2,10,"Lottery","PowerSchool","Western"
"1333",16,11,"Lottery","OtherCollege","Western"
"1334",20.8,12,"Lottery","PowerSchool","Western"
"1335",19.3,13,"Lottery","OtherCollege","Western"
"1336",19.7,14,"Lottery","OtherCollege","Eastern"
"1337",22.6,15,"MidtoLateFirst","OtherCollege","Eastern"
"1338",3,16,"MidtoLateFirst","OtherCollege","Western"
"1339",17.5,17,"MidtoLateFirst","OtherCollege","Western"
"1340",23.8,18,"MidtoLateFirst","PowerSchool","Western"
"1341",14.3,19,"MidtoLateFirst","OtherCollege","Eastern"
"1342",28.6,20,"MidtoLateFirst","NonCollegiate","Western"
"1343",24.3,21,"MidtoLateFirst","OtherCollege","Eastern"
"1344",6,22,"MidtoLateFirst","OtherCollege","Eastern"
"1345",12.8,23,"MidtoLateFirst","OtherCollege","Eastern"
"1346",7.2,24,"MidtoLateFirst","OtherCollege","Eastern"
"1347",21.2,25,"MidtoLateFirst","OtherCollege","Western"
"1348",16.4,26,"MidtoLateFirst","PowerSchool","Eastern"
"1349",12.4,27,"MidtoLateFirst","OtherCollege","Eastern"
"1350",11.7,28,"MidtoLateFirst","OtherCollege","Western"
"1351",10,29,"MidtoLateFirst","PowerSchool","Eastern"
"1352",14.1,30,"MidtoLateFirst","OtherCollege","Western"
"1353",19.4,31,"SecondRound","OtherCollege","Eastern"
"1354",22.2,32,"SecondRound","NonCollegiate","Eastern"
"1355",8.3,33,"SecondRound","OtherCollege","Eastern"
"1356",25.3,34,"SecondRound","OtherCollege","Eastern"
"1357",28.5,35,"SecondRound","OtherCollege","Western"
"1358",10.8,36,"SecondRound","OtherCollege","Western"
"1359",16,37,"SecondRound","OtherCollege","Eastern"
"1360",13.5,38,"SecondRound","OtherCollege","Western"
"1361",31.8,39,"SecondRound","OtherCollege","Eastern"
"1362",25.9,40,"SecondRound","OtherCollege","Western"
"1363",8,41,"SecondRound","PowerSchool","Western"
"1364",12.7,42,"SecondRound","PowerSchool","Eastern"
"1365",16.5,43,"SecondRound","OtherCollege","Eastern"
"1366",9.9,44,"SecondRound","OtherCollege","Eastern"
"1367",17.4,45,"SecondRound","OtherCollege","Eastern"
"1368",19.8,46,"SecondRound","PowerSchool","Western"
"1369",3.1,47,"SecondRound","OtherCollege","Western"
"1370",15.8,48,"SecondRound","NonCollegiate","Eastern"
"1371",14.2,49,"SecondRound","OtherCollege","Eastern"
"1373",5.4,51,"SecondRound","OtherCollege","Eastern"
"1374",4.4,52,"SecondRound","NonCollegiate","Western"
"1375",13.2,53,"SecondRound","NonCollegiate","Western"
"1376",5.5,54,"SecondRound","NonCollegiate","Eastern"
"1377",3,55,"SecondRound","OtherCollege","Western"
"1380",14.3,58,"SecondRound","OtherCollege","Western"
"1382",14.5,60,"SecondRound","OtherCollege","Western"
"1383",12.6,1,"Top5","OtherCollege","Eastern"
"1384",32.8,2,"Top5","PowerSchool","Eastern"
"1385",26,3,"Top5","OtherCollege","Eastern"
"1386",22.2,4,"Top5","PowerSchool","Eastern"
"1387",18.9,5,"Top5","OtherCollege","Western"
"1388",22.4,6,"Lottery","PowerSchool","Western"
"1389",22.5,7,"Lottery","PowerSchool","Western"
"1390",29.2,8,"Lottery","OtherCollege","Eastern"
"1391",20.9,9,"Lottery","OtherCollege","Western"
"1392",31.6,10,"Lottery","OtherCollege","Western"
"1393",25.3,11,"Lottery","OtherCollege","Eastern"
"1394",26.8,12,"Lottery","OtherCollege","Western"
"1395",22,13,"Lottery","OtherCollege","Western"
"1396",17.2,14,"Lottery","PowerSchool","Western"
"1397",32.6,15,"MidtoLateFirst","NonCollegiate","Eastern"
"1398",12.4,16,"MidtoLateFirst","NonCollegiate","Eastern"
"1399",26.5,17,"MidtoLateFirst","NonCollegiate","Eastern"
"1400",19.1,18,"MidtoLateFirst","OtherCollege","Eastern"
"1401",11.7,19,"MidtoLateFirst","NonCollegiate","Eastern"
"1402",21.8,20,"MidtoLateFirst","OtherCollege","Eastern"
"1403",20.5,21,"MidtoLateFirst","PowerSchool","Western"
"1404",22.3,22,"MidtoLateFirst","PowerSchool","Eastern"
"1405",21.5,23,"MidtoLateFirst","OtherCollege","Eastern"
"1406",27,24,"MidtoLateFirst","OtherCollege","Eastern"
"1407",22.5,25,"MidtoLateFirst","OtherCollege","Western"
"1408",22.2,26,"MidtoLateFirst","OtherCollege","Western"
"1409",30,27,"MidtoLateFirst","NonCollegiate","Western"
"1411",14.5,29,"MidtoLateFirst","PowerSchool","Western"
"1412",5.9,30,"MidtoLateFirst","NonCollegiate","Western"
"1413",24,31,"SecondRound","OtherCollege","Eastern"
"1414",16,32,"SecondRound","NonCollegiate","Western"
"1415",5.4,33,"SecondRound","OtherCollege","Eastern"
"1416",20.4,34,"SecondRound","OtherCollege","Western"
"1417",9.5,35,"SecondRound","OtherCollege","Eastern"
"1418",18.2,36,"SecondRound","OtherCollege","Western"
"1419",3.8,37,"SecondRound","OtherCollege","Eastern"
"1420",18.8,38,"SecondRound","OtherCollege","Eastern"
"1421",10.1,39,"SecondRound","PowerSchool","Western"
"1422",6.4,40,"SecondRound","OtherCollege","Western"
"1423",7.3,41,"SecondRound","OtherCollege","Western"
"1424",10.5,42,"SecondRound","OtherCollege","Eastern"
"1425",9.9,43,"SecondRound","OtherCollege","Eastern"
"1426",15.5,44,"SecondRound","OtherCollege","Western"
"1428",8.7,46,"SecondRound","OtherCollege","Western"
"1429",16.2,47,"SecondRound","NonCollegiate","Eastern"
"1430",19.2,48,"SecondRound","PowerSchool","Western"
"1431",2.6,49,"SecondRound","OtherCollege","Eastern"
"1432",20.3,50,"SecondRound","OtherCollege","Eastern"
"1434",11.5,52,"SecondRound","OtherCollege","Western"
"1437",13.6,55,"SecondRound","NonCollegiate","Western"
"1438",9.3,56,"SecondRound","PowerSchool","Eastern"
"1443",35,1,"Top5","PowerSchool","Eastern"
"1444",27.5,2,"Top5","PowerSchool","Eastern"
"1445",31.2,3,"Top5","PowerSchool","Eastern"
"1446",28.9,4,"Top5","OtherCollege","Eastern"
"1447",18.6,5,"Top5","NonCollegiate","Western"
"1448",29.8,6,"Lottery","OtherCollege","Eastern"
"1449",31.2,7,"Lottery","PowerSchool","Western"
"1450",19.5,8,"Lottery","OtherCollege","Western"
"1451",16.8,9,"Lottery","PowerSchool","Western"
"1452",26.8,10,"Lottery","OtherCollege","Eastern"
"1453",20.9,11,"Lottery","OtherCollege","Western"
"1454",25.2,12,"Lottery","NonCollegiate","Eastern"
"1455",31.8,13,"Lottery","PowerSchool","Western"
"1456",28.8,14,"Lottery","OtherCollege","Western"
"1457",13.1,15,"MidtoLateFirst","OtherCollege","Eastern"
"1458",23.9,16,"MidtoLateFirst","NonCollegiate","Eastern"
"1459",8.5,17,"MidtoLateFirst","PowerSchool","Eastern"
"1460",12.6,18,"MidtoLateFirst","OtherCollege","Western"
"1461",28.8,19,"MidtoLateFirst","OtherCollege","Eastern"
"1462",12.3,20,"MidtoLateFirst","NonCollegiate","Eastern"
"1463",10.7,21,"MidtoLateFirst","OtherCollege","Western"
"1464",8.2,22,"MidtoLateFirst","PowerSchool","Western"
"1465",24.5,23,"MidtoLateFirst","PowerSchool","Western"
"1466",17.4,24,"MidtoLateFirst","PowerSchool","Western"
"1467",26.8,25,"MidtoLateFirst","NonCollegiate","Western"
"1468",18,26,"MidtoLateFirst","OtherCollege","Eastern"
"1469",28.6,27,"MidtoLateFirst","NonCollegiate","Western"
"1470",5.7,28,"MidtoLateFirst","OtherCollege","Western"
"1471",14.1,29,"MidtoLateFirst","OtherCollege","Western"
"1472",21,30,"MidtoLateFirst","PowerSchool","Western"
"1473",7.8,31,"SecondRound","NonCollegiate","Eastern"
"1474",14.1,32,"SecondRound","OtherCollege","Eastern"
"1475",25.6,33,"SecondRound","OtherCollege","Eastern"
"1476",14.3,34,"SecondRound","OtherCollege","Eastern"
"1477",5.4,35,"SecondRound","OtherCollege","Western"
"1478",11.5,36,"SecondRound","OtherCollege","Eastern"
"1480",26.4,38,"SecondRound","OtherCollege","Eastern"
"1481",26,39,"SecondRound","OtherCollege","Eastern"
"1482",17.4,40,"SecondRound","OtherCollege","Western"
"1483",30.4,41,"SecondRound","NonCollegiate","Western"
"1484",9.4,42,"SecondRound","OtherCollege","Western"
"1485",7.8,43,"SecondRound","NonCollegiate","Eastern"
"1486",15.9,44,"SecondRound","OtherCollege","Western"
"1487",19,45,"SecondRound","OtherCollege","Western"
"1488",27,46,"SecondRound","OtherCollege","Eastern"
"1489",4.9,47,"SecondRound","PowerSchool","Eastern"
"1490",10.9,48,"SecondRound","OtherCollege","Eastern"
"1491",4.6,49,"SecondRound","OtherCollege","Eastern"
"1493",9.1,51,"SecondRound","NonCollegiate","Eastern"
"1497",15.2,55,"SecondRound","OtherCollege","Eastern"
"1498",10.4,56,"SecondRound","OtherCollege","Western"
"1500",13.8,58,"SecondRound","OtherCollege","Western"
"1502",10,60,"SecondRound","OtherCollege","Western"
"1503",34.2,1,"Top5","PowerSchool","Western"
"1504",29.4,2,"Top5","OtherCollege","Western"
"1505",19.5,3,"Top5","PowerSchool","Eastern"
"1506",30.8,4,"Top5","NonCollegiate","Eastern"
"1507",18.5,5,"Top5","NonCollegiate","Eastern"
"1508",22,6,"Lottery","PowerSchool","Western"
"1509",23.8,7,"Lottery","NonCollegiate","Western"
"1510",20.1,8,"Lottery","OtherCollege","Eastern"
"1511",21,9,"Lottery","OtherCollege","Eastern"
"1512",25.8,10,"Lottery","PowerSchool","Eastern"
"1513",28.7,11,"Lottery","OtherCollege","Eastern"
"1514",18.3,12,"Lottery","PowerSchool","Western"
"1515",33.7,13,"Lottery","PowerSchool","Western"
"1516",17.9,14,"Lottery","OtherCollege","Western"
"1517",25.2,15,"MidtoLateFirst","PowerSchool","Eastern"
"1518",26.1,16,"MidtoLateFirst","PowerSchool","Eastern"
"1519",12,17,"MidtoLateFirst","OtherCollege","Eastern"
"1520",15.4,18,"MidtoLateFirst","OtherCollege","Western"
"1521",17.9,19,"MidtoLateFirst","OtherCollege","Eastern"
"1522",20.9,20,"MidtoLateFirst","OtherCollege","Eastern"
"1523",13.6,21,"MidtoLateFirst","OtherCollege","Western"
"1524",21.7,22,"MidtoLateFirst","OtherCollege","Eastern"
"1525",22.2,23,"MidtoLateFirst","OtherCollege","Western"
"1526",18.4,24,"MidtoLateFirst","PowerSchool","Eastern"
"1527",15.9,25,"MidtoLateFirst","OtherCollege","Western"
"1529",24.1,27,"MidtoLateFirst","OtherCollege","Western"
"1530",8.8,28,"MidtoLateFirst","OtherCollege","Eastern"
"1531",9,29,"MidtoLateFirst","OtherCollege","Eastern"
"1532",16.4,30,"MidtoLateFirst","PowerSchool","Western"
"1533",24.5,31,"SecondRound","NonCollegiate","Western"
"1534",21.5,32,"SecondRound","PowerSchool","Western"
"1535",7.5,33,"SecondRound","OtherCollege","Eastern"
"1536",18.6,34,"SecondRound","OtherCollege","Western"
"1537",15.3,35,"SecondRound","NonCollegiate","Eastern"
"1538",7.5,36,"SecondRound","OtherCollege","Western"
"1539",21.1,37,"SecondRound","OtherCollege","Eastern"
"1540",9.4,38,"SecondRound","PowerSchool","Eastern"
"1542",29.8,40,"SecondRound","OtherCollege","Eastern"
"1543",18.5,41,"SecondRound","OtherCollege","Eastern"
"1545",8.5,43,"SecondRound","OtherCollege","Eastern"
"1546",20.6,44,"SecondRound","PowerSchool","Western"
"1548",22.4,46,"SecondRound","PowerSchool","Eastern"
"1550",5.2,48,"SecondRound","PowerSchool","Western"
"1558",4.8,56,"SecondRound","OtherCollege","Western"
"1563",33.9,1,"Top5","OtherCollege","Eastern"
"1564",32.8,2,"Top5","PowerSchool","Western"
"1565",28.7,3,"Top5","OtherCollege","Eastern"
"1566",20.1,4,"Top5","NonCollegiate","Western"
"1567",24.1,5,"Top5","OtherCollege","Western"
"1568",29.2,6,"Lottery","OtherCollege","Western"
"1569",30.1,7,"Lottery","PowerSchool","Western"
"1570",18.3,8,"Lottery","OtherCollege","Western"
"1571",20.2,9,"Lottery","OtherCollege","Eastern"
"1572",13.8,10,"Lottery","NonCollegiate","Eastern"
"1573",28.4,11,"Lottery","OtherCollege","Eastern"
"1574",24.2,12,"Lottery","OtherCollege","Western"
"1575",12.2,13,"Lottery","NonCollegiate","Western"
"1576",18.8,14,"Lottery","OtherCollege","Eastern"
"1577",15.7,15,"MidtoLateFirst","NonCollegiate","Western"
"1578",6.6,16,"MidtoLateFirst","NonCollegiate","Eastern"
"1579",10.3,17,"MidtoLateFirst","OtherCollege","Western"
"1580",9.5,18,"MidtoLateFirst","OtherCollege","Eastern"
"1581",20.9,19,"MidtoLateFirst","OtherCollege","Western"
"1582",27.6,20,"MidtoLateFirst","OtherCollege","Eastern"
"1583",19.2,21,"MidtoLateFirst","OtherCollege","Eastern"
"1584",8.9,22,"MidtoLateFirst","OtherCollege","Eastern"
"1585",13.4,23,"MidtoLateFirst","NonCollegiate","Eastern"
"1586",16,24,"MidtoLateFirst","NonCollegiate","Eastern"
"1587",5.1,25,"MidtoLateFirst","OtherCollege","Western"
"1588",18.7,26,"MidtoLateFirst","NonCollegiate","Eastern"
"1589",29.5,27,"MidtoLateFirst","OtherCollege","Eastern"
"1590",17.5,28,"MidtoLateFirst","PowerSchool","Western"
"1591",25.8,29,"MidtoLateFirst","OtherCollege","Western"
"1592",15.3,30,"MidtoLateFirst","OtherCollege","Western"
"1593",12.1,31,"SecondRound","OtherCollege","Eastern"
"1594",19,32,"SecondRound","NonCollegiate","Western"
"1595",11.9,33,"SecondRound","PowerSchool","Western"
"1596",20.9,34,"SecondRound","PowerSchool","Western"
"1598",30.2,36,"SecondRound","OtherCollege","Eastern"
"1599",12.3,37,"SecondRound","PowerSchool","Western"
"1600",16.9,38,"SecondRound","OtherCollege","Eastern"
"1602",3.4,40,"SecondRound","OtherCollege","Western"
"1603",5.7,41,"SecondRound","OtherCollege","Eastern"
"1604",20.5,42,"SecondRound","OtherCollege","Western"
"1605",6.6,43,"SecondRound","NonCollegiate","Western"
"1607",5.2,45,"SecondRound","OtherCollege","Eastern"
"1608",7.4,46,"SecondRound","OtherCollege","Western"
"1609",12.8,47,"SecondRound","OtherCollege","Eastern"
"1610",17,48,"SecondRound","NonCollegiate","Eastern"
"1611",3.6,49,"SecondRound","OtherCollege","Eastern"
"1612",14.6,50,"SecondRound","OtherCollege","Eastern"
"1613",3.3,51,"SecondRound","OtherCollege","Eastern"
"1614",5.1,52,"SecondRound","OtherCollege","Western"
"1615",2.9,53,"SecondRound","NonCollegiate","Western"
"1616",9.1,54,"SecondRound","OtherCollege","Eastern"
"1617",5.6,55,"SecondRound","OtherCollege","Eastern"
"1618",9.3,56,"SecondRound","PowerSchool","Western"
"1620",12.8,58,"SecondRound","OtherCollege","Eastern"
"1622",15.3,60,"SecondRound","OtherCollege","Western"
"1623",24.8,1,"Top5","OtherCollege","Eastern"
"1624",32.5,2,"Top5","PowerSchool","Western"
"1625",33.4,3,"Top5","PowerSchool","Eastern"
"1626",23.1,4,"Top5","PowerSchool","Western"
"1627",32.1,5,"Top5","PowerSchool","Western"
"1628",25.8,6,"Lottery","OtherCollege","Eastern"
"1629",29.7,7,"Lottery","OtherCollege","Western"
"1630",17.9,8,"Lottery","NonCollegiate","Eastern"
"1631",23.9,9,"Lottery","OtherCollege","Western"
"1632",17.5,10,"Lottery","OtherCollege","Western"
"1633",20.4,11,"Lottery","PowerSchool","Eastern"
"1634",23.5,12,"Lottery","PowerSchool","Eastern"
"1635",33.7,13,"Lottery","PowerSchool","Western"
"1636",28.2,14,"Lottery","PowerSchool","Eastern"
"1637",18.7,15,"MidtoLateFirst","OtherCollege","Western"
"1638",13.5,16,"MidtoLateFirst","OtherCollege","Eastern"
"1639",12.3,17,"MidtoLateFirst","OtherCollege","Eastern"
"1640",8.5,18,"MidtoLateFirst","PowerSchool","Eastern"
"1641",29,19,"MidtoLateFirst","OtherCollege","Eastern"
"1642",12.9,20,"MidtoLateFirst","PowerSchool","Western"
"1643",19.6,21,"MidtoLateFirst","NonCollegiate","Western"
"1644",26.6,22,"MidtoLateFirst","OtherCollege","Eastern"
"1645",26.8,23,"MidtoLateFirst","PowerSchool","Eastern"
"1646",3.7,24,"MidtoLateFirst","OtherCollege","Western"
"1647",15.8,25,"MidtoLateFirst","NonCollegiate","Eastern"
"1648",8.7,26,"MidtoLateFirst","OtherCollege","Western"
"1649",30.4,27,"MidtoLateFirst","OtherCollege","Eastern"
"1650",11.7,28,"MidtoLateFirst","OtherCollege","Western"
"1651",25.9,29,"MidtoLateFirst","OtherCollege","Western"
"1652",27.3,30,"MidtoLateFirst","PowerSchool","Western"
"1653",18.2,31,"SecondRound","PowerSchool","Eastern"
"1654",12.1,32,"SecondRound","OtherCollege","Western"
"1655",16.9,33,"SecondRound","OtherCollege","Eastern"
"1656",15.7,34,"SecondRound","PowerSchool","Western"
"1657",14.6,35,"SecondRound","OtherCollege","Eastern"
"1658",13.5,36,"SecondRound","NonCollegiate","Eastern"
"1659",14.5,37,"SecondRound","OtherCollege","Eastern"
"1660",12,38,"SecondRound","OtherCollege","Eastern"
"1661",15.1,39,"SecondRound","OtherCollege","Eastern"
"1662",19.4,40,"SecondRound","OtherCollege","Western"
